url,created,text,retweets,favorites
https://twitter.com/MagicRealismBot/status/957453653022883840,2019-01-28T20:18:00,There is a witch in Ohio that is 60 times more depressed than you.,1238,3781
https://twitter.com/MagicRealismBot/status/927193319003668480,2018-11-05T20:17:00,A factory in Silicon Valley produces vast quantities of nihilism.,1350,3497
https://twitter.com/MagicRealismBot/status/959386449685635073,2019-02-02T20:18:00,A detective novel in which the killer is revealed to be a city.,851,3275
https://twitter.com/MagicRealismBot/status/964037240887234560,2019-02-15T20:18:00,A duke marries starlight. They have one child: A daughter who is made of darkness.,802,2724
https://twitter.com/MagicRealismBot/status/902127360450879488,2018-08-28T20:17:00,A carrot is elected President of the United States of America.,1054,2492
https://twitter.com/MagicRealismBot/status/933716505929293824,2018-11-23T20:17:00,You discover that you are a question mark in human form.,1271,2246
https://twitter.com/MagicRealismBot/status/960050847542464513,2019-02-04T20:18:00,There is a drug dealer in Bangkok who can get you high on paradoxes.,724,2118
https://twitter.com/MagicRealismBot/status/967480033617915904,2019-02-24T20:18:00,You discover that you are an ocean.,746,1778
https://twitter.com/MagicRealismBot/status/871565021435658241,2018-06-05T20:17:00,"A beautiful man with teal eyes knocks at your door. You answer it, and he hands you a moon.",669,1735
https://twitter.com/MagicRealismBot/status/893369373569687552,2018-08-04T20:17:00,A boy has sexual fantasies about forgetting.,616,1645
https://twitter.com/MagicRealismBot/status/928159715158245377,2018-11-08T20:17:00,"On New Year's Eve a message is written in the sky in kites. It reads: ""It will never work.""",518,1642
https://twitter.com/MagicRealismBot/status/961983644985303045,2019-02-09T20:18:00,A poet has a rare gift: She can understand the language of shooting stars.,664,1619
https://twitter.com/MagicRealismBot/status/929428110772027392,2018-11-11T20:17:00,Fifty children meet once a year in a jade opera house to decide the fate of the universe.,539,1599
https://twitter.com/MagicRealismBot/status/800250738437865472,2018-11-20T20:16:00,A witch realises that panic attacks are controlling America.,752,1592
https://twitter.com/MagicRealismBot/status/835733505875140609,2018-02-26T20:17:00,"A witch knocks at your door. You answer it, and she hands you a universe.",804,1522
https://twitter.com/MagicRealismBot/status/894214972380659712,2018-08-06T20:17:00,A woman has a terrible migraine. It turns out there is a waterfall inside her skull.,541,1428
https://twitter.com/MagicRealismBot/status/833045629404278784,2019-02-18T20:17:00,There is a drug dealer in Paris who can get you high on constellations.,780,1418
https://twitter.com/MagicRealismBot/status/834072457430462464,2019-02-21T20:17:00,A sorcerer owns a stained-glass window which depicts every blow job that has ever happened.,466,1414
https://twitter.com/MagicRealismBot/status/916140139717390336,2018-10-06T20:17:00,A woman gets married to moonlight inside a stained glass garden.,562,1393
https://twitter.com/MagicRealismBot/status/785784509346131969,2018-10-11T20:16:00,"A university student discovers that the Universe does not exist, and is relieved.",923,1372
https://twitter.com/MagicRealismBot/status/964943239827546113,2019-02-17T20:18:00,A little girl sits on a swing in a garden. She is thinking about utilitarianism. A golem is shooting up heroin behind her.,360,1339
https://twitter.com/MagicRealismBot/status/946038075536240640,2018-12-27T20:17:00,A tsar marries the Sun. They have one child: A daughter who is made of clouds.,402,1333
https://twitter.com/MagicRealismBot/status/839327411938328576,2018-03-08T20:17:00,"A university student discovers that dismal failure does not exist, and is driven insane.",525,1331
https://twitter.com/MagicRealismBot/status/941930889210077184,2018-12-16T20:17:00,A professor buys a crystal ball which lets him see every disappointment since the birth of Christ.,457,1305
https://twitter.com/MagicRealismBot/status/947064871069159424,2018-12-30T20:17:00,A necromancer finds a tiny crystal which lets him see every act of procrastination happening around the world.,428,1305
https://twitter.com/MagicRealismBot/status/778234284616187904,2018-09-20T20:16:00,A library is haunted by the ghost of a 15th century necromancer. He is extremely bisexual.,791,1279
https://twitter.com/MagicRealismBot/status/838270381819473921,2018-03-05T20:17:00,"A congresswoman sees a painting of a diamond necklace that can destroy Ted Cruz, and devotes her life to finding it.",554,1238
https://twitter.com/MagicRealismBot/status/955641650491015169,2019-01-23T20:18:00,Your mother tells you that you are a sweet potato.,455,1206
https://twitter.com/MagicRealismBot/status/875491013107761152,2018-06-15T20:17:00,There is a cockroach in the Garden of Eden that is 50 times more beautiful than you.,549,1192
https://twitter.com/MagicRealismBot/status/822595604610248704,2019-01-21T20:17:00,A historian is crying. His tears are clocks.,647,1190
https://twitter.com/MagicRealismBot/status/886483789546799104,2018-07-16T20:17:00,You suddenly realise that you are made of prime numbers.,525,1185
https://twitter.com/MagicRealismBot/status/919341334225227776,2018-10-14T20:17:00,"There is a supermarket in Paris. Instead of groceries, it sells clouds.",399,1153
https://twitter.com/MagicRealismBot/status/871202621763092480,2018-06-04T20:17:00,An artist invents a better version of love: Selling maps.,394,1130
https://twitter.com/MagicRealismBot/status/943320084809953285,2018-12-20T20:17:00,A deeply depressed sociologist has a rare gift: He can understand the language of bumble bees.,302,1130
https://twitter.com/MagicRealismBot/status/942414088956624903,2018-12-17T20:17:00,"If you pay a werewolf in Florida the sum of 8,800 dollars, it will destroy time and space.",381,1122
https://twitter.com/MagicRealismBot/status/925139721084215296,2018-10-30T20:17:00,A bisexual French necromancer buys a tiny glass sphere that lets her sense the presence of Attention Deficit Disorder.,306,1107
https://twitter.com/MagicRealismBot/status/940118892940107776,2018-12-11T20:17:00,"An old lady smokes a cigarette in a high school. She is thinking about sandwiches. A succubus is singing Cher's ""Believe"" behind her.",357,1104
https://twitter.com/MagicRealismBot/status/958782450741555200,2019-01-31T20:18:00,"A vice president discovers that compassion does not exist, and is relieved.",364,1089
https://twitter.com/MagicRealismBot/status/965426437808209920,2019-02-19T20:18:00,There is a library in the Forbidden City where you can borrow unicorns instead of books.,402,1084
https://twitter.com/MagicRealismBot/status/965728436839829504,2019-02-19T20:18:00,"A sentient plastic bag walks the streets of a small town in California. It keeps repeating one word: ""Anuses.""",337,1083
https://twitter.com/MagicRealismBot/status/765700927902801920,2018-08-17T20:16:00,Fifty philosophers meet once a year inside a ruined motel to decide the fate of time and space.,521,1072
https://twitter.com/MagicRealismBot/status/954192054631907334,2019-01-19T20:18:00,"An owl appears next to Kim Kardashian. It says: ""Don't do it.""",352,1060
https://twitter.com/MagicRealismBot/status/805510789968691200,2018-12-04T20:16:00,A machine gun is elected President of the United States of America.,583,1052
https://twitter.com/MagicRealismBot/status/864498235204747264,2018-05-16T20:17:00,A girl has a headache. She discovers there is a beehive inside her head.,543,1050
https://twitter.com/MagicRealismBot/status/951534460670853120,2019-01-11T20:18:00,A sentient scrotum walks the streets of Berlin. It has come to steal electronic dance music.,371,1000
https://twitter.com/MagicRealismBot/status/951111661821222912,2019-01-10T20:18:00,"By eating a chocolate chip cookie, you can reach another dimension. It is filled with milkshakes and snowmen.",311,997
https://twitter.com/MagicRealismBot/status/898442966267609088,2018-08-18T20:17:00,A dictator marries the Sun. They have one child: A daughter who is made of pure energy.,299,992
https://twitter.com/MagicRealismBot/status/887510588800155648,2018-07-19T20:17:00,An irritable shopkeeper discovers a tiny crystal that lets him have sexual intercourse with Plato's Theory of Forms.,280,986
https://twitter.com/MagicRealismBot/status/949782864102502400,2019-01-06T20:18:00,Tonight you will dream of a chocolate chip cookie. Inside the chocolate chip cookie is an icicle. Inside the icicle is your heart's desire.,342,977
https://twitter.com/MagicRealismBot/status/932629308736077824,2018-11-20T20:17:00,"A psychic turns over a tarot card with a brain on it. 'Your destiny is to be eaten by a cloud of darkness,' she says to you.",386,975
https://twitter.com/MagicRealismBot/status/856511711767019520,2018-04-24T20:17:00,An old woman smokes a cigarette in a library. She is thinking about schizophrenia. A caterpillar is shooting up heroin behind her.,351,961
https://twitter.com/MagicRealismBot/status/920368131855413248,2018-10-17T20:17:00,An old lady smokes a cigarette in a glacier. She is thinking about abstract art. A lizard is smoking cigarettes behind her.,328,960
https://twitter.com/MagicRealismBot/status/960292447258476544,2019-02-04T20:18:00,You suddenly turn into Paris.,257,952
https://twitter.com/MagicRealismBot/status/943803284145389570,2018-12-21T20:17:00,You are imprisoned in a glass paperweight for the crime of stealing unrequited love.,346,948
https://twitter.com/MagicRealismBot/status/925079321303138304,2018-10-30T20:17:00,Bernie Sanders has a girlfriend. The girlfriend is https://t.co/h18x4x1NBo.,346,947
https://twitter.com/MagicRealismBot/status/916683739110850561,2018-10-07T20:17:00,You wake up and realise that you are a lake.,352,943
https://twitter.com/MagicRealismBot/status/933233307617189888,2018-11-22T20:17:00,A 12th century notebook describes a universe where misogyny does not exist.,308,940
https://twitter.com/MagicRealismBot/status/916623339174584321,2018-10-07T20:17:00,"A necromancer imagines a pigeon that can destroy the sun, and dedicates his life to finding it.",332,935
https://twitter.com/MagicRealismBot/status/952561257516642304,2019-01-14T20:18:00,"A Marxist discovers that darkness does not exist, and is driven insane.",308,928
https://twitter.com/MagicRealismBot/status/907684155818831872,2018-09-12T20:17:00,"On the night of the full moon a poem is etched into a pearl belonging to a Belgian angel. It reads: ""Hang in there, baby.""",414,926
https://twitter.com/MagicRealismBot/status/825736499366817792,2019-01-29T20:17:00,A bisexual pirate falls in love with good luck.,362,925
https://twitter.com/MagicRealismBot/status/843948146862383104,2018-03-20T20:17:00,There is a koala in Iceland that is 45 times sexier than you.,498,919
https://twitter.com/MagicRealismBot/status/867397428315439104,2018-05-24T20:17:00,A 40-year-old child falls in love with alcoholism.,314,919
https://twitter.com/MagicRealismBot/status/818609076405878784,2019-01-10T20:17:00,A beautiful man with blue eyes is dancing in an art gallery. He is thinking about winter. A bat is doing nothing at all behind him.,329,909
https://twitter.com/MagicRealismBot/status/912093348034260993,2018-09-24T20:17:00,A novelist finds out that nine spiders are controlling mathematics.,313,887
https://twitter.com/MagicRealismBot/status/963856041212502016,2019-02-14T20:18:00,The past is in a polyamorous relationship with arachnophobia and winter.,267,881
https://twitter.com/MagicRealismBot/status/845276983747489793,2018-03-24T20:17:00,A woman finds an essay by Nietzsche on the subject of Candy Crush Saga.,381,871
https://twitter.com/MagicRealismBot/status/877121807328792577,2018-06-20T20:17:00,Tonight you will dream of an owl. Inside the owl is a rectangle. Inside the rectangle is your heart's desire.,383,868
https://twitter.com/MagicRealismBot/status/808198672668237824,2018-12-12T20:16:00,You receive the memories of David Bowie.,402,866
https://twitter.com/MagicRealismBot/status/925562519984357376,2018-11-01T20:17:00,An Italian courtesan discovers a pair of spectacles which let her see every act of forgiveness happening around the world.,286,862
https://twitter.com/MagicRealismBot/status/754254772186718208,2018-07-16T20:16:00,A beautiful man with orange eyes is sitting in an art gallery. He is thinking about insanity. A warlock is checking Grindr behind him.,446,861
https://twitter.com/MagicRealismBot/status/899167765382127618,2018-08-20T20:17:00,"A professor discovers that moonlight does not exist, and is driven insane.",288,861
https://twitter.com/MagicRealismBot/status/798891696201207808,2018-11-16T20:16:00,A university professor finds a long lost book containing instructions for building a cathedral out of broken hearts.,404,849
https://twitter.com/MagicRealismBot/status/883886595413229569,2018-07-09T20:17:00,"A fortune teller turns over a tarot card with a whale on it. 'Your destiny is to be eaten by a whale,' he says to you.",361,847
https://twitter.com/MagicRealismBot/status/871263022039220224,2018-06-04T20:17:00,A little girl is hiding in a gold mine. She is thinking about true love. A dragon is having a telephone conversation behind her.,318,846
https://twitter.com/MagicRealismBot/status/846394417896292354,2018-03-27T20:17:00,An astronaut is smoking weed inside the Moon.,380,844
https://twitter.com/MagicRealismBot/status/831203374125027328,2019-02-13T20:17:00,The Enlightenment is giving birth to a baby: Horror.,478,842
https://twitter.com/MagicRealismBot/status/668420778325479424,2018-11-22T20:15:00,A poet wakes up one day and has turned into a library. His lover is secretly pleased.,546,826
https://twitter.com/MagicRealismBot/status/834616074695946240,2019-02-23T20:17:00,"A congressman discovers that information does not exist, and is relieved.",472,826
https://twitter.com/MagicRealismBot/status/923146526033096708,2018-10-25T20:17:00,A girl discovers that everything is being masterminded by Wikipedia.,288,824
https://twitter.com/MagicRealismBot/status/944830080169099264,2018-12-24T20:17:00,You find out that you are a chocolate-covered cherry.,282,823
https://twitter.com/MagicRealismBot/status/943199285625028608,2018-12-19T20:17:00,"Tonight, an old woman will appear and give you the answer.",358,821
https://twitter.com/MagicRealismBot/status/949843263946506241,2019-01-07T20:18:00,A cold-hearted boy falls in love with veganism.,183,809
https://twitter.com/MagicRealismBot/status/866853830448656384,2018-05-23T20:17:00,A physician invents a better version of friendship: Smoking cigarettes.,369,806
https://twitter.com/MagicRealismBot/status/957755652268441600,2019-01-28T20:18:00,"During a solar eclipse a poem is etched into a moonstone belonging to a Maltese necromancer. It reads: ""You'll never amount to anything.""",272,801
https://twitter.com/MagicRealismBot/status/961923245455716352,2019-02-09T20:18:00,A novelist discovers that capitalism is being masterminded by a giant clam.,297,799
https://twitter.com/MagicRealismBot/status/934984902755233792,2018-11-27T20:17:00,There is a strip club in Delhi where books take their clothes off.,285,798
https://twitter.com/MagicRealismBot/status/874826612625219585,2018-06-14T20:17:00,There is a library in Montreal where you can borrow pigeons instead of books.,339,796
https://twitter.com/MagicRealismBot/status/875913811542163456,2018-06-17T20:17:00,A Venezuelan college professor has a recurring dream about being chased by an ocean. Then one day it comes true.,258,796
https://twitter.com/MagicRealismBot/status/842558908187082752,2018-03-17T20:17:00,A depressed psychologist discovers a tiny glass sphere which lets him see every humiliating defeat happening around the world.,302,794
https://twitter.com/MagicRealismBot/status/884369792978657281,2018-07-10T20:17:00,A nun discovers that a Galapagos tortoise is controlling the President of the United States.,331,794
https://twitter.com/MagicRealismBot/status/927736917021507584,2018-11-07T20:17:00,An anus is flying economy class to Venice.,222,789
https://twitter.com/MagicRealismBot/status/950628461726515200,2019-01-09T20:18:00,There is a secret department in Twitter that is researching how to generate feelings of pride.,248,788
https://twitter.com/MagicRealismBot/status/837998573711065088,2018-03-04T20:17:00,A professor of English literature discovers that Nikola Tesla is controlling the stars.,344,787
https://twitter.com/MagicRealismBot/status/947306470894211072,2018-12-31T20:17:00,"A golden rollercoaster whispers to a professor of English literature: ""I feel so gay.""",250,787
https://twitter.com/MagicRealismBot/status/863592237518561280,2018-05-14T20:17:00,One hundred nuns come together to worship pornography.,337,785
https://twitter.com/MagicRealismBot/status/883161796940451840,2018-07-07T20:17:00,An old woman smokes a cigarette in a cathedral. She is thinking about clouds. A flamingo is sleeping behind her.,261,784
https://twitter.com/MagicRealismBot/status/813332826816774144,2018-12-26T20:16:00,A boy is injured. He bleeds stupidity.,384,783
https://twitter.com/MagicRealismBot/status/911972547041796097,2018-09-24T20:17:00,A Palestinian princess discovers that her baby is her baby.,217,783
https://twitter.com/MagicRealismBot/status/877605006060306436,2018-06-21T20:17:00,Your mother tells you that you are an electric guitar in human form.,351,782
https://twitter.com/MagicRealismBot/status/905932558738657281,2018-09-07T20:17:00,You will dream of a mosquito tonight. The mosquito will forget about you.,336,778
https://twitter.com/MagicRealismBot/status/842468305373814784,2018-03-16T20:17:00,The Moon is masturbating in a castle.,295,777
https://twitter.com/MagicRealismBot/status/836337523395706880,2018-02-27T20:17:00,Greed is in love with war.,486,773
https://twitter.com/MagicRealismBot/status/745526729087713281,2018-06-22T20:16:00,A witch is dancing in an amusement park. She is thinking about moons. An angel is eating nectarines behind her.,330,766
https://twitter.com/MagicRealismBot/status/928944912053157889,2018-11-10T20:17:00,You suddenly realise that you are made of sapphires.,298,765
https://twitter.com/MagicRealismBot/status/956426854700802049,2019-01-25T20:18:00,A cauliflower creates feelings of anger and resentment in everyone around it.,242,762
https://twitter.com/MagicRealismBot/status/824135852641185792,2019-01-25T20:17:00,A 14-year-old anaesthetist has an unusual ability: She can smell the patriarchy.,300,754
https://twitter.com/MagicRealismBot/status/949722464040333312,2019-01-06T20:18:00,"A fortune teller turns over a tarot card with a condom on it. 'Your destiny is to become a novelist,' he says to you.",245,754
https://twitter.com/MagicRealismBot/status/919522533849817088,2018-10-15T20:17:00,"A beautiful man with orange eyes knocks at your door. You answer it, and he hands you an astronomer's mind.",200,752
